	BIGG	RHEA	EC-number
0	RE0691C	22588	2.6.1.82
0	RE0935E		3.2.1.20
0	RE1238X	33099	2.3.1.57
0	RE1441G	44680	2.7.1.150
0	RE1441R	44680	2.7.1.150
0	RE1447M	25674	3.1.3.66
0	RE1447N	25674	3.1.3.66
0	RE1448N	41147	
0	RE1537C	25812	1.5.3.13
0	RE1537X	25812	1.5.3.13
0	RE1539C	25800	1.5.3.13
0	RE1539X	25800	1.5.3.13
0	RE1630R	17877	2.1.1.6
0	RE1711C_2	10736	1.1.1.1
0	RE1796C	11896	1.1.1.181
0	RE1803C		1.14.13.17
0	RE1835C	31511	3.1.2.27
0	RE1835M	31511	3.1.2.27
0	RE1845C	49784	2.3.1.65
0	RE1860E	27878	3.1.4.16
0	RE1933C		3.4.22.40
0	RE2030M	44144	2.3.1.1
0	RE2034C	18321	2.6.1.42
0	RE2124C	14865	2.1.1.27
0	RE2133C	36131	2.1.1.278
0	RE2235C		1.14.13.-
0	RE2235R		1.14.13.-
0	RE2240C		1.14.13.126
0	RE2386C	17877	2.1.1.6
0	RE2387R	45108	1.14.13.30
0	RE2410C	23984	1.3.1.21
0	RE2635C	47128	
0	RE2972R	12280	2.7.1.149
0	RE2974G	13609	2.7.1.150
0	RE2974R	13609	2.7.1.150
0	RE3013R	17149	1.14.14.1
0	RE3268R	42376	
0	RE3496N	50452	
0	RE3511C	17549	2.1.1.16
0	RE3511R	17549	2.1.1.16
0	RE3566C	50540	
0	SADTn	18133	2.7.7.4
0	SELNPS_cho	18737	2.7.9.3
0	SERR	10980	5.1.1.10
0	ST3GAL23g_cho	47572	2.4.99.4
0	ST3GAL61g_cho	18913	2.4.99.6
0	ST8SIA55g_cho	47604	
0	ST8SIA56g_cho		2.4.99.8
0	TRPOX	13781	1.4.3.2
0	UGCG_cho	12088	2.4.1.80
0	XAO2	21132	1.17.3.2
0	XOLESTte_cho	39007	
0	XYLOR	22000	1.1.1.179
0	r0013	30671	3.2.1.52
0	r0016	11148	1.16.3.1
0	r0027	14617	1.8.1.10
0	r0068	23176	6.2.1.1
0	r0074	30235	1.2.1.88
0	r0082	19381	1.1.1.42
0	r0083	19381	1.1.1.42
0	r0085	32963	3.5.1.111
0	r0086	32963	3.5.1.111
0	r0139	36795	3.6.1.5
0	r0163	12188	1.2.4.2
0	r0166	29395	3.6.1.8
0	r0173	23444	1.1.1.27
0	r0331	28791	1.3.1.1
0	r0354	10948	2.7.1.1
0	r0383	19189	1.2.4.1
0	r0390		3.2.1.10
0	r0393	30783	1.2.1.3
0	r0402	42500	1.1.1.153
0	r0423	25588	1.1.1.42
0	r0424	25588	1.1.1.42
0	r0450	12601	2.6.1.39
0	r0451	12188	1.2.4.2
0	r0463	10188	2.3.3.10
0	r0466		3.4.13.18
0	r0525	24520	1.5.1.9
0	r0548	19105	1.2.1.19
0	r0556	15213	2.3.1.61
0	r0557	15213	2.3.1.61
0	r0558	11804	1.2.1.29
0	r0559	11804	1.2.1.29
0	r0571	17345	3.1.2.17
0	r0580	15077	4.1.1.30
0	r0596	20888	3.1.2.4
0	r0604	18865	2.3.1.168
0	r0614	16793	4.1.1.36
0	r0629	14001	2.3.1.65
0	r0630	14001	2.3.1.65
0	r0643	16185	1.2.1.3
0	r0648	23904	2.3.2.2
0	r0650	43764	6.2.1.3
0	r0651	43764	6.2.1.3
0	r0679	16373	2.7.1.33
0	r0680	16373	2.7.1.33
0	r0686	16417	1.2.1.88
0	r0707	15017	3.1.3.1
0	r0752	11888	1.2.1.5
0	r0753	11888	1.2.1.5
0	r0775	17473	3.5.4.16
0	r0777	17473	3.5.4.16
0	r0782	18885	1.1.1.271
0	r0784	17025	1.1.1.10
0	r0788	25321	2.1.1.103
0	r0796	12785	1.1.1.21
0	r0915	28835	
0	r0937	45256	
0	r0941	28695	
0	r0986	45264	
0	r0987	45264	
0	r0995	49908	
0	r1017	50052	
0	r1052	39747	
0	r1109	10760	4.1.3.6
0	r1150	32823	
0	r1162	10192	
0	r1257	33651	6.2.1.3
0	r1262	19713	6.2.1.15
0	r1380	36399	1.3.1.72
0	r1384	12861	3.5.4.15
0	r2516	29415	
0	r2526	35031	
0	HEMEAS_1		1.3
0	DM_mththf_c	35147	
0	EX_14glucan_e		2.4.1.161
0	EX_4abut_e	35035	
0	EX_5mtr_e	34955	
0	EX_LalaLglu_e	35135	
0	EX_ac_e	27814	
0	EX_acac_e	29751	
0	EX_acnam_e	28991	
0	EX_acser_e	29659	
0	EX_arg__L_e	32143	
0	EX_cbi_e	29695	
0	EX_cbl1_e	29719	
0	EX_cd2_e	28707	
0	EX_chol_e	32751	
0	EX_cit_e	33183	
0	EX_cm_e	35287	
0	EX_cobalt2_e	28578	
0	EX_crn_e	34959	
0	EX_etha_e	32747	
0	EX_etoh_e	35267	
0	EX_for_e	29679	
0	EX_fusa_e	35103	
0	EX_g3pi_e	32915	
0	EX_galt_e	33143	
0	EX_glyb_e	28943	
0	EX_glyc_e	29675	
0	EX_glyclt_e	29447	
0	EX_h_e	34979	
0	EX_h2o_e	29667	
0	EX_hg2_e	32815	
0	EX_malt_e	33171	
0	EX_meoh_e	34871	
0	EX_met__D_e	34911	
0	EX_mg2_e	29827	
0	EX_mincyc_e	35167	
0	EX_mn2_e	28699	
0	EX_mobd_e	34907	
0	EX_nh4_e	28747	
0	EX_ni2_e	29831	
0	EX_nmn_e	28482	
0	EX_novbcn_e	35175	
0	EX_ocdca_e	39807	
0	EX_octa_e	29759	
0	EX_peamn_e	29743	
0	EX_phe__L_e	27950	
0	EX_pi_e	32823	
0	EX_psclys_e	28450	
0	EX_pydxn_e	28470	
0	EX_quin_e	35195	
0	EX_rfamp_e	35231	
0	EX_ser__L_e	35031	
0	EX_slnt_e	34891	
0	EX_tartr__D_e	35199	
0	EX_tre_e	17629	
0	EX_tsul_e	32807	
0	EX_tungs_e	32839	
0	EX_ump_e	27926	
0	EX_ura_e	27318	
0	14GLUCANtexi		2.4.1.161
0	23PDE4pp	27882	3.1.4.16
0	23PDE7pp	27886	3.1.4.16
0	2AGPEAT160	10304	2.3.1.40
0	2AGPEAT180	10304	2.3.1.40
0	3AMACHYD	34947	3.5.1.-
0	3HAD100		2.3.1.-
0	3HAD120		2.3.1.-
0	3HAD140		2.3.1.-
0	3HAD141		4.2.1.61
0	3HAD181		4.2.1.61
0	3HAD40		4.2.1.58
0	3HAD60		2.3.1.-
0	3HCINNMH	27846	1.14.13.127
0	3HPPPNH	24785	1.14.13.127
0	3NTD4pp	27894	3.1.3.6
0	3NTD7pp	27898	3.1.3.6
0	3OAR100	17397	1.1.1.100
0	3OAR140	17397	1.1.1.100
0	3OAR181	17397	1.1.1.100
0	3OAR40	17397	1.1.1.100
0	3OAR60	17397	1.1.1.100
0	3OAR80	17397	1.1.1.100
0	3OAS121	22836	2.3.1.41
0	3OAS141	22836	2.3.1.41
0	3OAS160	22896	2.3.1.86
0	3OAS180	22836	2.3.1.41
0	3OAS181	55040	2.3.1.179
0	3OAS80	22896	2.3.1.86
0	3OXCOAT	19481	2.3.1.16
0	42A12BOOXpp	27946	1.4.3.21
0	5DGLCNR	23936	1.1.1
0	AACPS1	45588	6.2.1.20
0	AACPS2	45588	6.2.1.20
0	AACPS3	45588	6.2.1.20
0	AACPS7		6.2.1.l
0	AACPS8	45588	6.2.1.20
0	AACTOOR	28186	1.4.3.21
0	AADDGT	28759	2.4.1.325
0	AB6PGH	10772	3.2.1.86
0	ABUTD	19105	1.2.1.-
0	ABUTtex	35035	
0	ACACCT	27806	2.8.3.8
0	ACACT1r	21036	2.3.1.9
0	ACACT6r	31091	2.3.1.16
0	ACACT7r	18161	2.3.1.155
0	ACACT8r	35279	
0	ACALD	23288	1.2.1.10
0	ACANTHAT	28550	
0	ACCOAC	11308	6.4.1.2
0	ACGAL1PPpp	19933	3.1.3.10
0	ACGAMK	17417	2.7.1.59
0	ACGK	14629	2.7.2.8
0	ACHBS	27654	2.2.1.6
0	ACKr	11352	2.7.2.1
0	ACM6PH	26410	4.2.1.126
0	ACNAMtex	28991	
0	ACOAD2f		1.3.99.3
0	ACOAD3f	30943	1.3.3.6
0	ACOAD4f		1.3.99.3
0	ACOAD6f	28358	1.3.3.6
0	ACONTa	10228	4.2.1.3
0	ACONTb	22144	4.2.1.3
0	ACPS1	12068	2.7.8.7
0	ACS	23176	6.2.1.1
0	ACSERtex	29659	
0	ADA	24408	3.5.4.4
0	ADK1	12973	2.7.4.3
0	ADK4	29867	
0	ADMDC	15981	4.1.1.50
0	ADOCBIK	15765	2.7.1.156
0	ADPRDP	10412	3.6.1.13
0	ADSL1r	16853	4.3.2.2
0	ADSL2r	23920	4.3.2.2
0	AGDC	22936	3.5.1.25
0	AGMHE	17577	5.1.3.20
0	AGPAT120	19709	2.3.1.51
0	AGPAT140	19709	2.3.1.51
0	AGPAT141	19709	2.3.1.51
0	AGPAT160	19709	2.3.1.51
0	AGPAT181	19709	2.3.1.51
0	AGPR	21588	1.2.1.38
0	AHCYSNS	17805	3.2.2.9
0	AICART	22192	2.1.2.3
0	AIRC3	13193	5.4.99.18
0	AKGDH	27786	1.2.1.52
0	AKGt2rpp	29011	
0	ALAALAD	20661	3.4.13.22
0	ALAGLUE	28394	5.1.1.20
0	ALAR	20249	5.1.1.1
0	ALAt4pp	29283	
0	ALCD19	30027	1.1.1.21
0	ALDD19xr	21392	1.2.1.39
0	ALDD2x	25294	1.2.1.3
0	ALDD2y	25298	1.2.1.-
0	ALLPI	28430	5.3.1.6
0	ALLTN	30819	3.5.2.5
0	ALLULPE		5.1.3
0	ALR2	27986	1.1.1
0	AMALT1		2.4.1.25
0	AMALT2		2.4.1.25
0	AMALT4		2.4.1.25
0	AMMQLT8	30063	2.1.1.163
0	AMPTASECG	28783	3.4.11.1
0	AMPTASEPG	28799	
0	ANS	21732	4.1.3.27
0	AOBUTDs	25653	1.1.1.381
0	AOXSr2	20712	2.3.1.47
0	AP4AH	24252	3.6.1.41
0	APCS	33387	2.5.1
0	APPLDHr	16517	1.1.1.75
0	APRAUR	17845	1.1.1.193
0	ARBTptspp	34943	
0	ARBTtex	35023	
0	ARGORNt7pp	34991	
0	ARGSL	24020	4.3.2.1
0	ARGabcpp	29879#1	3.6.3.21
0	ASNNpp	21016	3.5.1.1
0	ASNS1	12228	6.3.5.4
0	ASNTRS	11180	6.1.1.22
0	ASO3t8pp	11348#1	3.6.3.16
0	ASP1DC	19497	4.1.1.11
0	ASPCT	20013	2.1.3.2
0	ASPK	23776	2.7.2.4
0	ASPO5	30043	1.5.99
0	ASPO6	25876	1.4.3.16
0	ASR	22016	1.20.4.1
0	ATPPRT	18473	2.4.2.17
0	BETALDHy	30067	1.2.1.8
0	BPNT	10040	3.1.3.7
0	BSORx	30531	
0	BSORy	30535	1.-.-.-
0	BTNtex	28458	
0	CAT	20309	1.11.1.21
0	CAt6pp	29255	
0	CBIAT	11528	2.5.1.17
0	CBLAT	11528	2.5.1.17
0	CBMD	15649	3.5.1.110
0	CD2tex	28707	
0	CD2tpp	28707	
0	CDAPPA120	15221	3.6.1.26
0	CDAPPA160	15221	3.6.1.26
0	CDAPPA161	15221	3.6.1.26
0	CDAPPA181	15221	3.6.1.26
0	CDGS	27974	4.3.99.3
0	CFAS160G	11988	2.1.1.79
0	CFAS180G	11988	2.1.1.79
0	CHLabcpp	38715	
0	CHLtex	32751	
0	CHOLD	33051	1.1.1
0	CHORS	21020	4.2.3.5
0	CITt7pp	28835	
0	CMtex	35287	
0	COBALT2tex	28578	
0	COBALT2tpp	28578	
0	CPH4S	27966	4.1.2.50
0	CPPPGO	18257	1.3.3.3
0	CPPPGO2	15425	1.3.98.3
0	CRNCAR	30539	5.1.1
0	CRNCBCT	28526	2.8.3.21
0	CRNCDH	28338	4.2.1.149
0	CRNDtex	35067	
0	CRNabcpp	38719	
0	CRNt7pp	29427	
0	CTBTCAL2	30079	
0	CTPS2	26426	6.3.4.2
0	CU1abcpp	25792#1	3.6.3.54
0	CU2abcpp	10376#1	3.6.3
0	CYANSTpp	16881	2.8.1.1
0	CYNTt2pp	29231	
0	CYSDDS	11268	4.4.1.15
0	CYSDS	24931	4.4.1.1
0	CYSS	14829	2.5.1.47
0	CYSSADS	12621	4.1.1.12
0	CYSabcpp	29783#2	3.6.3.21
0	CYStex	29655	
0	CYTDH	27958	3.2.2.3
0	CYTDK2	28162	2.7.1.213
0	CYTK1	11600	2.7.4.14
0	CYTK2	25094	2.7.4.13
0	DAAD		1.4.99.1
0	DADA	28190	3.5.4.4
0	DADK	23100	2.7.4.11
0	DAPAL	22084	4.3.1.15
0	DAPE	15393	5.1.1.7
0	DASYN120	16229	2.7.7.41
0	DASYN141	16229	2.7.7.41
0	DASYN160	16229	2.7.7.41
0	DASYN180	16229	2.7.7.41
0	DASYN181	16229	2.7.7.41
0	DB4PS	18457	4.1.99.12
0	DBTS	15805	6.3.3.3
0	DDGALK	16525	2.7.1.178
0	DDPA	14717	2.5.1.54
0	DDPGALA	24464	4.1.2.21
0	DHAD2	27694	4.2.1.9
0	DHAPT	18381	2.7.1.121
0	DHBS	20229	2.7.7.58
0	DHDPRy		1.3.1.26
0	DHDPS	14845	
0	DHNPA2r	10540	4.1.2.25
0	DHORD5	29199	
0	DHORDfum	30059	1.3.98.1
0	DHORTS	24296	3.5.2.3
0	DHPPD	25062	1.3.1.87
0	DHPS2	19949	2.5.1.15
0	DHPTDCs2	35155	
0	DHPTDNRN	17869	1.5.1.34
0	DHQTi	21096	4.2.1.10
0	DINSt2pp	29971	
0	DMPPS		1.17.1.2
0	DMQMT	28679	2.1.1.64
0	DMSOtpp	29699	
0	DNMPPA	25306	3.6.1
0	DNTPPA	25302	3.6.1.67
0	DOGULNR	21924	1.1.1.130
0	DOXRBCNtex	35079	
0	DPCOAK	18245	2.7.1.24
0	DRPA	12821	4.1.2.4
0	DSERtex	29455	
0	DTARTD	18289	4.2.1.81
0	DURADx	20189	1.3.1.1
0	DURIPP	22824	2.4.2.1
0	DXPS	12605	2.2.1.7
0	DXYLK	27990	2.7.1
0	EAR120x		2.3.1.-
0	EAR121x	10240	1.3.1.9
0	EAR121y	22564	1.3.1.10
0	EAR140x		2.3.1.-
0	EAR141y	22564	1.3.1.10
0	EAR160x	10240	1.3.1.9
0	EAR160y	22564	1.3.1.10
0	EAR40x		2.3.1.-
0	EAR60x		2.3.1.-
0	EAR80x		2.3.1.-
0	ECOAH3	31199	4.2.1.17
0	ECOAH5	31075	4.2.1.17
0	ECOAH7	31163	4.2.1.17
0	EDA	17089	4.1.2.14
0	EDD	17277	4.2.1.12
0	EDTXS2	28438	2.3.1.243
0	EGMEACPR	22564	1.3.1.10
0	ENO	10164	4.2.1.11
0	ENTCS	28566	
0	FA120ACPHi	30119	3.1.2.21
0	FA80ACPHi	30119	3.1.2.21
0	FACOAE120	16645	3.1.2.2
0	FACOAL160t2pp	51716	
0	FACOAL80t2pp	51824	
0	FADRx	30147	1.5.1.36
0	FALGTHLs	22488	4.4.1.22
0	FBA3	30167	4.1.2
0	FCLPA	12933	4.1.2.17
0	FDMO	29715	1.14.14.5
0	FDMO4	23064	1.14.14.5
0	FDMO6	29311	
0	FE2t3pp	29439	
0	FE3abcpp	12332#1	3.6.3.30
0	FEENTERabcpp		3.6.3.34
0	FEENTERtpp	29435	
0	FEROpp	11148	1.16.3.1
0	FFSD		3.2.1.26
0	FHL	27610	
0	FLVR	19377	1.5.1.30
0	FLVRx	31455	1.5.1.36
0	FMETTRS	24380	2.1.2.9
0	FMNAT	17237	2.7.7.2
0	FMNRx	21620	1.5.1.-
0	FMNRx2	21624	1.5.1.-
0	FOMETRi	34767	2.1.2.10
0	FRUK	14213	2.7.1.56
0	FRULYSE	28390	
0	FRULYStex	28454	
0	FTHFD	19833	3.5.1.10
0	FUMt2_2pp	29331	
0	G2PP	13105	3.1.3.19
0	G2PPpp	13105	3.1.3.19
0	G3PAT120	15325	2.3.1.15
0	G3PAT140	15325	2.3.1.15
0	G3PAT161	15325	2.3.1.15
0	G3PAT181	15325	2.3.1.15
0	G3PCtex	32911	
0	G3PD2	11096	1.1.1.94
0	G3PD6	29223	
0	G3PD7		1.1.99.5
0	G5SADs	28234	
0	G5SD	19541	1.2.1.41
0	GAL1PPpp	29315	3.1.3.94
0	GALCTLO	30183	1.1.1.M8
0	GALCTND	18649	4.2.1.140
0	GALCTNLt2pp	28823	
0	GALCTNt2pp	29835	
0	GALCTtex	28478	
0	GALKr	13553	2.7.1.6
0	GALS3	21112	3.2.1.22
0	GALTtex	33143	
0	GALUi	19889	2.7.7.64
0	GALtex	34915	
0	GAPD	10300	1.2.1.12
0	GARFT	15053	2.1.2.2
0	GCALDD	20001	1.2.1.21
0	GDPDPK	28098	2.7.6.5
0	GDPMNH	28102	
0	GDPTPDP	33055	3.1.7.2
0	GF6PTA	13237	2.6.1.16
0	GGGABADr	28410	1.2.1.-
0	GGPTRCS	13633	6.3.1.11
0	GHBDHx	23948	1.1.1.61
0	GK1	20780	2.7.4.8
0	GLBRAN2		2.4.1.18
0	GLCATr	10456	2.3.1.79
0	GLCNt2rpp	28831	
0	GLCRtex	28474	
0	GLCURt2rpp	28955	
0	GLCabcpp		3.6.3.17
0	GLNTRS	20121	6.1.1.18
0	GLNabcpp	29895#1	3.6.3.21
0	GLTPD	28106	1.1.1.251
0	GLU5K	14877	2.7.2.11
0	GLUABUTt7pp	28919	
0	GLUDy	11612	1.4.1.13
0	GLUN	15889	1.4.1.13
0	GLUTRR	12344	1.2.1.70
0	GLUt4pp	29031	
0	GLYAT	20736	2.3.1.29
0	GLYC2Pabcpp	34759	
0	GLYC3Pabcpp	21668#1	3.6.3.20
0	GLYC3Ptex	34967	
0	GLYCLTDy	10992	1.1.1.79
0	GLYCLTt2rpp	29411	
0	GLYCtpp	29675	
0	GLYTRS	16013	6.1.1.14
0	GNK	19433	2.7.1.12
0	GOFUCR	18885	1.1.1.271
0	GPDDA1	16061	3.1.4.2
0	GPDDA2pp	29319	3.1.4.2
0	GSPMDS	21272	6.3.1.8
0	GTHPi	16833	1.11.1.9
0	GTHRDHpp	28807	3.4.19
0	GTPDPDP	13073	3.6.1.11
0	GUACYC	13665	4.6.1.1
0	GUAD	14665	3.5.4.3
0	H2Otex	29667	
0	H2Otpp	29667	
0	HACD1	30799	1.1.1.35
0	HACD2	31143	1.1.1.211
0	HACD3	31195	1.1.1.211
0	HACD6	31167	1.1.1.211
0	HACD8	22432	1.1.1.35
0	HADPCOADH3	34851	1.1.1.157
0	HCO3E	10748	4.2.1.1
0	HDCAtexi	45256	
0	HEPT1	28402	2.4
0	HEPT4		2.4.1.56
0	HETZK	24212	2.7.1.50
0	HEX1	17825	2.7.1.1
0	HEX7	10948	2.7.1.1
0	HG2tex	32815	
0	HISTP	14465	3.1.3.15
0	HISTRS	17313	6.1.1.21
0	HKNDDH	34187	3.7.1.14
0	HKNTDH	34187	3.7.1.14
0	HMPK1	23096	2.7.1.49
0	HOMt2pp	29003	
0	HPPK2	11412	2.7.6.3
0	HPYRI	11952	5.3.1.22
0	HPYRRy	18657	1.1.1
0	HSDy	15761	1.1.1.3
0	HXAND	24670	1.17.1.4
0	HXCT	13381	2.8.3.8
0	HXPRT	17973	2.4.2.8
0	HYD1pp	29059	
0	HYD2pp	29051	
0	ICDHyr	19629	1.1.1.42
0	ICHORT	11112	3.3.2.1
0	ICL	13245	4.1.3.1
0	IDONt2rpp	29571	3.6.3
0	ILETRS	11060	6.1.1.5
0	ILEabcpp	29819	
0	IMPC	18445	2.1.2.3
0	INDOLEt2rpp	29227	
0	INSH	16657	3.2.2.1
0	INSTtex	32867	
0	INSt2pp	29963	
0	IPDDI	23284	5.3.3.2
0	K2L4Aabcpp	35247	
0	KARA1	22068	1.1.1.383
0	KAS14		2.3.1.-
0	KAS15	12080	2.3.1.180
0	KDOCT2	23448	2.7.7.38
0	KDOPS	14053	2.5.1.55
0	KG6PDC	14353	4.1.1.85
0	L_LACD2	19909	1.1.2.3
0	L_LACt2rpp	29415	
0	L_LACtex	34987	
0	LACZpp	10076	3.2.1.108
0	LALADGLUtex	35127	
0	LALADGLUtpp	35123	
0	LALDO2x	24528	1.1.1.78
0	LCARR	23872	1.1.1.77
0	LCARS	15933	1.1.1.77
0	LDH_D	16369	1.1.1.28
0	LEUabcpp	29807	
0	LIPOtex	29755	
0	LPADSS	22668	2.4.1.182
0	LPLIPAL1A120pp	15177	3.1.1.5
0	LPLIPAL1A160pp	15177	3.1.1.5
0	LPLIPAL1A180pp	15177	3.1.1.5
0	LPLIPAL1E160pp	40891	
0	LPLIPAL2A140	15177	3.1.1.5
0	LPLIPAL2A141	15177	3.1.1.5
0	LPLIPAL2A160	15177	3.1.1.5
0	LPLIPAL2A180	15177	3.1.1.5
0	LSERDHr	21596	1.1.1.276
0	LYSDC	22352	4.1.1.18
0	LYSt2pp	28911	
0	LYXI		5.3.1.-
0	M1PD	19661	1.1.1.17
0	MALDDH	18365	1.1.1.83
0	MALDt2_2pp	28715	
0	MALTATr	10456	2.3.1.79
0	MALTTRabcpp		3.6.3
0	MALTtexi	33171	
0	MALt2_2pp	29339	
0	MAN6PI	12356	5.3.1.8
0	MANAO	15729	1.1.1.57
0	MCITD	17725	4.2.1.79
0	MCITL2	16809	4.1.3.30
0	MCITS	23780	2.3.3.5
0	MCOATA		2.3.1.-
0	MCPST	21740	2.8.1.2
0	MDDCP3pp		3.4.16.4
0	MDH	21432	1.1.1.299
0	ME2	18253	1.1.1.40
0	MEOHtex	34871	
0	MEOHtrpp	34871	
0	METS	11172	2.1.1.13
0	METSOXR1	19993	1.8.4.13
0	METSOXR2	21260	1.8.4.14
0	MI1PP	27670	3.1.3.25
0	MICITDr	17941	4.2.1.99
0	MLDCP1App	48688	3.4.17.13
0	MLDCP2App	48688	3.4.17.13
0	MLDCP2Bpp	48688	3.4.17.13
0	MLTG3		3.2.1.20
0	MLTG4		3.2.1.20
0	MLTP2	29683	2.4.1.1
0	MLTP3	41732	2.4.1.1
0	MN6PP	28554	
0	MNNH	20097	4.2.1.8
0	MOAT2	28062	2.4.99.13
0	MOBDabcpp	22020#1	3.6.3.29
0	MPTAT	31331	2.7.7.75
0	MTHFC	23700	1.5.1.15
0	MTHFD	22812	1.5.1.5
0	MTHTHFSs	35159	
0	MTRPOX	28006	1.5.3.2
0	NADDP	11800	3.6.1.22
0	NADH10	29243	
0	NADN	16301	3.2.2.5
0	NADPHQR2	29111	
0	NADPHQR3	29115	
0	NADPHQR4	30511	
0	NADPPPS	28050	3.1.3.-
0	NADS1	21188	6.3.1.5
0	NAMNPP	36163	6.3.4.21
0	NAt3_1p5pp	29247	
0	NAt3pp	29419	
0	NAtex	34963	
0	NDPK4	27682	2.7.4.6
0	NDPK7	27678	2.7.4.6
0	NDPK8	27674	2.7.4.6
0	NH4tex	28747	
0	NHFRBO	29607	1.7.1.14
0	NI2abcpp	15557#2	3.6.3.24
0	NI2tex	29831	
0	NMNAT	21360	2.7.7.1
0	NMNt7pp	23140	3.2.2.14
0	NMNtex	28482	
0	NNDMBRT	11196	2.4.2.21
0	NNDPR	12733	2.4.2.19
0	NO2tex	28983	
0	NO3R1pp	29147	
0	NO3R2bpp		1.7.99.4
0	NO3t7pp	28743	
0	NODOx	19469	1.14.12.17
0	NODOy	19465	1.14.12.17
0	NOVBCNtex	35175	
0	NTD1	29355	3.1.3.5
0	NTD11	27718	3.1.3.5
0	NTD12	29383	
0	NTD12pp	29383	
0	NTD1pp	29355	3.1.3.5
0	NTD2pp	29359	3.1.3.5
0	NTD3	29363	3.1.3.5
0	NTD3pp	29363	3.1.3.5
0	NTD5pp	11080	3.1.3.35
0	NTP11	30859	
0	NTP12	28406	3.6.1
0	NTP3	19669	3.6.1.15
0	NTPP10	28342	3.6.1.-
0	NTPP11	28610	3.6.1.-
0	NTPP2	29391	3.6.1.-
0	NTPP4	27762	3.6.1.65
0	NTPP5	28334	3.6.1.19
0	NTPP9	29399	3.6.1.-
0	NTRIR3pp	29155	
0	OAADC	15641	1.1.1.38
0	OCBT	19513	2.1.3.3
0	OCDCAtexi	39807	
0	OCTAtex	29759	
0	OGMEACPD	13097	4.2.1.59
0	OHPBAT	16573	2.6.1.52
0	OMBZLM	27774	2.1.1.201
0	OMPDC	11596	4.1.1.23
0	OPMEACPD	13097	4.2.1.59
0	ORPT	10380	2.4.2.10
0	OXAMTC	22984	2.1.3.5
0	OXCDC	19333	4.1.1.8
0	PACCOAL	20956	6.2.1.30
0	PAPA160pp	27429	3.1.3.4
0	PAPPT3	21920	2.7.8.13
0	PAPSR2	11724	1.8.4.8
0	PDH	28042	1.2.1
0	PDX5POi	15149	1.4.3.5
0	PDXPP	25112	3.1.3.74
0	PEAMNOpp	25265	1.4.3.21
0	PERD	18829	1.1.1.290
0	PFK_2	12420	2.7.1.11
0	PFK_3	31443	2.7.1
0	PFL	11844	2.3.1.54
0	PGK	14801	2.7.2.3
0	PGM	15901	5.4.2.1
0	PGMT	23536	5.4.2.2
0	PGPP120	33751	3.1.3.27
0	PGPP160pp	33751	3.1.3.27
0	PGPP180pp	33751	3.1.3.27
0	PGPP181	33751	3.1.3.27
0	PGPP181pp	33751	3.1.3.27
0	PGSA120	12593	2.7.8.5
0	PGSA161	12593	2.7.8.5
0	PGSA180	12593	2.7.8.5
0	PHEMEabcpp	19261#1	3.6.3.41
0	PHETRS	19413	6.1.1.20
0	PHEt2rpp	28923	
0	PHEtex	27950	
0	PIt2rpp	29939	
0	PLIPA1A140pp	18689	3.1.1.32
0	PLIPA1A141pp	18689	3.1.1.32
0	PLIPA1A160pp	18689	3.1.1.32
0	PLIPA1A180pp	18689	3.1.1.32
0	PLIPA1E180pp	18689	3.1.1.32
0	PLIPA2A160pp	15801	3.1.1.4
0	PMANM	11140	5.4.2.8
0	PMPK	19893	2.7.4.7
0	PNTOtex	34975	
0	PPA	24576	3.6.1.1
0	PPA2	14157	3.6.1.25
0	PPAKr	23148	2.7.2.15
0	PPGPPDP	14253	3.1.7.2
0	PPM		5.4.2
0	PPM2	25205	5.4.2.7
0	PPNCL2	19397	6.3.2.5
0	PPND	13869	1.3.1.12
0	PPPGO	25576	1.3.3.4
0	PPTHpp	29451	
0	PRAMPC	20049	3.5.4.19
0	PRASCSi	22628	6.3.2.6
0	PRMICI	15469	5.3.1.16
0	PROD2	26124	1.5.-.-
0	PROTRS	14305	6.1.1.15
0	PROabcpp	29815	
0	PROt2rpp	28963	
0	PROt4pp	28967	
0	PRPPS	15609	2.7.6.1
0	PSCLYStex	28450	
0	PSD161	20828	4.1.1.65
0	PSD180	20828	4.1.1.65
0	PSP_Lpp	21208	3.1.3.3
0	PSSA120	16913	2.7.8.8
0	PSSA161	16913	2.7.8.8
0	PTPATi	19801	2.7.7.3
0	PTRCTA	23816	2.6.1.29
0	PTRCt2pp	28891	
0	PUNP2	27742	2.4.2.1
0	PUNP6	27750	2.4.2.1
0	PUNP7	27638	2.4.2.-
0	PYAM5PO	15817	1.4.3.5
0	PYDAMK	25104	2.7.1.35
0	PYDAMtex	28466	
0	PYDAMtpp	28466	
0	PYDXK	10224	2.7.1.35
0	PYDXNK	25108	2.7.1.35
0	PYDXNtpp	28470	
0	PYDXPP	20533	3.1.3.74
0	PYDXtpp	28462	
0	QUINDH	22364	1.1.1.24
0	QULNS	25888	2.5.1.72
0	RBFSa	26152	2.5.1.78
0	RBFSb	20772	2.5.1.9
0	RMI	23160	5.3.1.14
0	RMNtex	34995	
0	RMNtpp	29947	
0	RMPA	19689	4.1.2.19
0	RNDR1	23252	1.17.4.1
0	RNDR4	23252	1.17.4.1
0	RPE	13677	5.1.3.1
0	RZ5PP	24456	3.1.3.73
0	S7PI	27489	5.3.1.28
0	SADT2	18133	2.7.7.4
